time_s,beat,phase,rate_nL_min,command,mode,message\n0.000870,0,summary,21.000000000,,pulse,bpm=140.000;requested_sv_nL=0.150000;effective_sv_nL=0.150000;requested_flow_nL_min=21.000000;effective_flow_nL_min=21.000000;requested_meanStepHz=6.743738;effective_meanStepHz=6.743738;stroke_steps=-1;stroke_adjusted=0;pulseDeliveryMode=physiology;systoleVol_nL=0.149571;diastoleRate_nL_min=0.100000;rateCompGain=1.381215;compMode=hamilton_100uL_physiology_bpm;targetBeats=70;effectiveRun_s=30.000000
21.446155,51,command,NaN,run,pulse,
21.607603,51,command,0.100000000,irate 0.100000 nl/m,pulse,
21.613558,51,command,NaN,stop,pulse,
21.866778,52,command,72.306629834,irate 72.306630 nl/m,pulse,
21.873694,52,command,NaN,run,pulse,
22.035808,52,command,0.100000000,irate 0.100000 nl/m,pulse,
22.041605,52,command,NaN,stop,pulse,
22.295051,53,command,72.306629834,irate 72.306630 nl/m,pulse,
22.302604,53,command,NaN,run,pulse,
22.465132,53,command,0.100000000,irate 0.100000 nl/m,pulse,
22.471677,53,command,NaN,stop,pulse,
22.726828,54,command,72.306629834,irate 72.306630 nl/m,pulse,
22.733488,54,command,NaN,run,pulse,
22.895273,54,command,0.100000000,irate 0.100000 nl/m,pulse,
22.902460,54,command,NaN,stop,pulse,
23.151045,55,command,72.306629834,irate 72.306630 nl/m,pulse,
23.157494,55,command,NaN,run,pulse,
23.321920,55,command,0.100000000,irate 0.100000 nl/m,pulse,
23.328430,55,command,NaN,stop,pulse,
23.581200,56,command,72.306629834,irate 72.306630 nl/m,pulse,
23.588772,56,command,NaN,run,pulse,
23.750546,56,command,0.100000000,irate 0.100000 nl/m,pulse,
23.756649,56,command,NaN,stop,pulse,
24.009308,57,command,72.306629834,irate 72.306630 nl/m,pulse,
24.016261,57,command,NaN,run,pulse,
24.179285,57,command,0.100000000,irate 0.100000 nl/m,pulse,
24.185481,57,command,NaN,stop,pulse,
24.437424,58,command,72.306629834,irate 72.306630 nl/m,pulse,
24.443978,58,command,NaN,run,pulse,
24.609742,58,command,0.100000000,irate 0.100000 nl/m,pulse,
24.617153,58,command,NaN,stop,pulse,
24.864540,59,command,72.306629834,irate 72.306630 nl/m,pulse,
24.870852,59,command,NaN,run,pulse,
