time_s,beat,phase,rate_nL_min,command,mode,message\n0.001117,0,summary,21.000000000,,pulse,bpm=140.000;requested_sv_nL=0.150000;effective_sv_nL=0.150000;requested_flow_nL_min=21.000000;effective_flow_nL_min=21.000000;requested_meanStepHz=6.743738;effective_meanStepHz=6.743738;stroke_steps=-1;stroke_adjusted=0;pulseDeliveryMode=physiology;systoleVol_nL=0.149571;diastoleRate_nL_min=0.100000;rateCompGain=1.381215;compMode=hamilton_100uL_physiology_bpm;targetBeats=70;effectiveRun_s=30.000000
16.042662,38,command,NaN,stop,pulse,
16.293009,39,command,72.306629834,irate 72.306630 nl/m,pulse,
16.299391,39,command,NaN,run,pulse,
16.464708,39,command,0.100000000,irate 0.100000 nl/m,pulse,
16.471095,39,command,NaN,stop,pulse,
16.724374,40,command,72.306629834,irate 72.306630 nl/m,pulse,
16.731853,40,command,NaN,run,pulse,
16.893055,40,command,0.100000000,irate 0.100000 nl/m,pulse,
16.899009,40,command,NaN,stop,pulse,
17.152363,41,command,72.306629834,irate 72.306630 nl/m,pulse,
17.159782,41,command,NaN,run,pulse,
17.321554,41,command,0.100000000,irate 0.100000 nl/m,pulse,
17.327635,41,command,NaN,stop,pulse,
17.580917,42,command,72.306629834,irate 72.306630 nl/m,pulse,
17.588999,42,command,NaN,run,pulse,
17.750719,42,command,0.100000000,irate 0.100000 nl/m,pulse,
17.756775,42,command,NaN,stop,pulse,
18.007642,43,command,72.306629834,irate 72.306630 nl/m,pulse,
18.014414,43,command,NaN,run,pulse,
18.180829,43,command,0.100000000,irate 0.100000 nl/m,pulse,
18.188209,43,command,NaN,stop,pulse,
18.437529,44,command,72.306629834,irate 72.306630 nl/m,pulse,
18.444758,44,command,NaN,run,pulse,
18.607404,44,command,0.100000000,irate 0.100000 nl/m,pulse,
18.613925,44,command,NaN,stop,pulse,
18.866952,45,command,72.306629834,irate 72.306630 nl/m,pulse,
18.874473,45,command,NaN,run,pulse,
19.036420,45,command,0.100000000,irate 0.100000 nl/m,pulse,
19.042365,45,command,NaN,stop,pulse,
19.295801,46,command,72.306629834,irate 72.306630 nl/m,pulse,
19.303168,46,command,NaN,run,pulse,
19.465104,46,command,0.100000000,irate 0.100000 nl/m,pulse,
19.471297,46,command,NaN,stop,pulse,
19.721722,47,command,72.306629834,irate 72.306630 nl/m,pulse,
19.727989,47,command,NaN,run,pulse,
19.893161,47,command,0.100000000,irate 0.100000 nl/m,pulse,
19.899079,47,command,NaN,stop,pulse,
20.151208,48,command,72.306629834,irate 72.306630 nl/m,pulse,
20.157502,48,command,NaN,run,pulse,
20.323022,48,command,0.100000000,irate 0.100000 nl/m,pulse,
20.329190,48,command,NaN,stop,pulse,
20.581698,49,command,72.306629834,irate 72.306630 nl/m,pulse,
20.590024,49,command,NaN,run,pulse,
20.750800,49,command,0.100000000,irate 0.100000 nl/m,pulse,
20.757114,49,command,NaN,stop,pulse,
21.011282,50,command,72.306629834,irate 72.306630 nl/m,pulse,
21.021031,50,command,NaN,run,pulse,
21.179025,50,command,0.100000000,irate 0.100000 nl/m,pulse,
21.186200,50,command,NaN,stop,pulse,
21.439728,51,command,72.306629834,irate 72.306630 nl/m,pulse,
21.448079,51,command,NaN,run,pulse,
21.608502,51,command,0.100000000,irate 0.100000 nl/m,pulse,
21.615413,51,command,NaN,stop,pulse,
21.865660,52,command,72.306629834,irate 72.306630 nl/m,pulse,
21.872989,52,command,NaN,run,pulse,
22.040775,52,command,0.100000000,irate 0.100000 nl/m,pulse,
22.049166,52,command,NaN,stop,pulse,
22.293642,53,command,72.306629834,irate 72.306630 nl/m,pulse,
22.300051,53,command,NaN,run,pulse,
22.465378,53,command,0.100000000,irate 0.100000 nl/m,pulse,
22.471447,53,command,NaN,stop,pulse,
22.724062,54,command,72.306629834,irate 72.306630 nl/m,pulse,
22.731244,54,command,NaN,run,pulse,
22.893503,54,command,0.100000000,irate 0.100000 nl/m,pulse,
22.899595,54,command,NaN,stop,pulse,
23.151674,55,command,72.306629834,irate 72.306630 nl/m,pulse,
23.159353,55,command,NaN,run,pulse,
23.322051,55,command,0.100000000,irate 0.100000 nl/m,pulse,
23.328263,55,command,NaN,stop,pulse,
23.581299,56,command,72.306629834,irate 72.306630 nl/m,pulse,
23.589120,56,command,NaN,run,pulse,
23.750022,56,command,0.100000000,irate 0.100000 nl/m,pulse,
23.756161,56,command,NaN,stop,pulse,
24.009589,57,command,72.306629834,irate 72.306630 nl/m,pulse,
24.017695,57,command,NaN,run,pulse,
24.179381,57,command,0.100000000,irate 0.100000 nl/m,pulse,
24.185487,57,command,NaN,stop,pulse,
24.437880,58,command,72.306629834,irate 72.306630 nl/m,pulse,
24.446601,58,command,NaN,run,pulse,
24.608342,58,command,0.100000000,irate 0.100000 nl/m,pulse,
24.614759,58,command,NaN,stop,pulse,
24.866209,59,command,72.306629834,irate 72.306630 nl/m,pulse,
24.874093,59,command,NaN,run,pulse,
25.036139,59,command,0.100000000,irate 0.100000 nl/m,pulse,
25.042138,59,command,NaN,stop,pulse,
25.297063,60,command,72.306629834,irate 72.306630 nl/m,pulse,
25.304111,60,command,NaN,run,pulse,
25.465014,60,command,0.100000000,irate 0.100000 nl/m,pulse,
25.471129,60,command,NaN,stop,pulse,
25.721734,61,command,72.306629834,irate 72.306630 nl/m,pulse,
25.728043,61,command,NaN,run,pulse,
25.893705,61,command,0.100000000,irate 0.100000 nl/m,pulse,
25.900124,61,command,NaN,stop,pulse,
26.151817,62,command,72.306629834,irate 72.306630 nl/m,pulse,
26.159344,62,command,NaN,run,pulse,
26.322213,62,command,0.100000000,irate 0.100000 nl/m,pulse,
26.328425,62,command,NaN,stop,pulse,
26.578947,63,command,72.306629834,irate 72.306630 nl/m,pulse,
26.585105,63,command,NaN,run,pulse,
26.750405,63,command,0.100000000,irate 0.100000 nl/m,pulse,
26.756570,63,command,NaN,stop,pulse,
27.009740,64,command,72.306629834,irate 72.306630 nl/m,pulse,
27.016923,64,command,NaN,run,pulse,
27.178854,64,command,0.100000000,irate 0.100000 nl/m,pulse,
27.184955,64,command,NaN,stop,pulse,
27.437344,65,command,72.306629834,irate 72.306630 nl/m,pulse,
27.444924,65,command,NaN,run,pulse,
27.607175,65,command,0.100000000,irate 0.100000 nl/m,pulse,
27.613082,65,command,NaN,stop,pulse,
27.866065,66,command,72.306629834,irate 72.306630 nl/m,pulse,
27.873191,66,command,NaN,run,pulse,
28.035843,66,command,0.100000000,irate 0.100000 nl/m,pulse,
28.041871,66,command,NaN,stop,pulse,
28.293326,67,command,72.306629834,irate 72.306630 nl/m,pulse,
28.300994,67,command,NaN,run,pulse,
28.466879,67,command,0.100000000,irate 0.100000 nl/m,pulse,
28.473681,67,command,NaN,stop,pulse,
28.721687,68,command,72.306629834,irate 72.306630 nl/m,pulse,
28.727949,68,command,NaN,run,pulse,
28.893422,68,command,0.100000000,irate 0.100000 nl/m,pulse,
28.899622,68,command,NaN,stop,pulse,
29.151566,69,command,72.306629834,irate 72.306630 nl/m,pulse,
29.159898,69,command,NaN,run,pulse,
29.321655,69,command,0.100000000,irate 0.100000 nl/m,pulse,
29.327849,69,command,NaN,stop,pulse,
29.578821,70,command,72.306629834,irate 72.306630 nl/m,pulse,
29.585241,70,command,NaN,run,pulse,
29.749841,70,command,0.100000000,irate 0.100000 nl/m,pulse,
29.755702,70,command,NaN,stop,pulse,
29.938310,70,stop_request,NaN,,pulse,GUI stop requested
29.945807,70,command,NaN,stop,pulse,
