time_s,beat,phase,rate_nL_min,command,mode,message\n0.001117,0,summary,21.000000000,,pulse,bpm=140.000;requested_sv_nL=0.150000;effective_sv_nL=0.150000;requested_flow_nL_min=21.000000;effective_flow_nL_min=21.000000;requested_meanStepHz=6.743738;effective_meanStepHz=6.743738;stroke_steps=-1;stroke_adjusted=0;pulseDeliveryMode=physiology;systoleVol_nL=0.149571;diastoleRate_nL_min=0.100000;rateCompGain=1.381215;compMode=hamilton_100uL_physiology_bpm;targetBeats=70;effectiveRun_s=30.000000
0.016522,1,command,72.306629834,irate 72.306630 nl/m,pulse,
0.023187,1,command,NaN,run,pulse,
0.179757,1,command,0.100000000,irate 0.100000 nl/m,pulse,
0.185735,1,command,NaN,stop,pulse,
0.439903,2,command,72.306629834,irate 72.306630 nl/m,pulse,
0.447376,2,command,NaN,run,pulse,
0.607749,2,command,0.100000000,irate 0.100000 nl/m,pulse,
0.614144,2,command,NaN,stop,pulse,
0.867466,3,command,72.306629834,irate 72.306630 nl/m,pulse,
0.875087,3,command,NaN,run,pulse,
1.040024,3,command,0.100000000,irate 0.100000 nl/m,pulse,
1.049348,3,command,NaN,stop,pulse,
1.293918,4,command,72.306629834,irate 72.306630 nl/m,pulse,
1.301060,4,command,NaN,run,pulse,
1.465277,4,command,0.100000000,irate 0.100000 nl/m,pulse,
1.472383,4,command,NaN,stop,pulse,
1.723247,5,command,72.306629834,irate 72.306630 nl/m,pulse,
1.730435,5,command,NaN,run,pulse,
1.894141,5,command,0.100000000,irate 0.100000 nl/m,pulse,
1.901654,5,command,NaN,stop,pulse,
2.154406,6,command,72.306629834,irate 72.306630 nl/m,pulse,
2.163855,6,command,NaN,run,pulse,
2.322154,6,command,0.100000000,irate 0.100000 nl/m,pulse,
2.328384,6,command,NaN,stop,pulse,
2.585561,7,command,72.306629834,irate 72.306630 nl/m,pulse,
2.592742,7,command,NaN,run,pulse,
2.750495,7,command,0.100000000,irate 0.100000 nl/m,pulse,
2.756927,7,command,NaN,stop,pulse,
3.008912,8,command,72.306629834,irate 72.306630 nl/m,pulse,
3.015744,8,command,NaN,run,pulse,
3.179269,8,command,0.100000000,irate 0.100000 nl/m,pulse,
3.185281,8,command,NaN,stop,pulse,
3.439481,9,command,72.306629834,irate 72.306630 nl/m,pulse,
3.449383,9,command,NaN,run,pulse,
3.622038,9,command,0.100000000,irate 0.100000 nl/m,pulse,
3.628582,9,command,NaN,stop,pulse,
3.864805,10,command,72.306629834,irate 72.306630 nl/m,pulse,
3.871708,10,command,NaN,run,pulse,
4.037690,10,command,0.100000000,irate 0.100000 nl/m,pulse,
4.044138,10,command,NaN,stop,pulse,
4.296062,11,command,72.306629834,irate 72.306630 nl/m,pulse,
4.303819,11,command,NaN,run,pulse,
4.465153,11,command,0.100000000,irate 0.100000 nl/m,pulse,
4.471497,11,command,NaN,stop,pulse,
4.724289,12,command,72.306629834,irate 72.306630 nl/m,pulse,
4.732720,12,command,NaN,run,pulse,
4.893529,12,command,0.100000000,irate 0.100000 nl/m,pulse,
4.900091,12,command,NaN,stop,pulse,
5.151015,13,command,72.306629834,irate 72.306630 nl/m,pulse,
5.161697,13,command,NaN,run,pulse,
5.323483,13,command,0.100000000,irate 0.100000 nl/m,pulse,
5.330300,13,command,NaN,stop,pulse,
5.583320,14,command,72.306629834,irate 72.306630 nl/m,pulse,
5.591475,14,command,NaN,run,pulse,
5.752968,14,command,0.100000000,irate 0.100000 nl/m,pulse,
5.764392,14,command,NaN,stop,pulse,
6.008464,15,command,72.306629834,irate 72.306630 nl/m,pulse,
6.014833,15,command,NaN,run,pulse,
6.182116,15,command,0.100000000,irate 0.100000 nl/m,pulse,
6.189755,15,command,NaN,stop,pulse,
6.441572,16,command,72.306629834,irate 72.306630 nl/m,pulse,
6.448078,16,command,NaN,run,pulse,
6.607680,16,command,0.100000000,irate 0.100000 nl/m,pulse,
6.613802,16,command,NaN,stop,pulse,
6.866468,17,command,72.306629834,irate 72.306630 nl/m,pulse,
6.872926,17,command,NaN,run,pulse,
7.042114,17,command,0.100000000,irate 0.100000 nl/m,pulse,
7.048586,17,command,NaN,stop,pulse,
7.293408,18,command,72.306629834,irate 72.306630 nl/m,pulse,
7.299453,18,command,NaN,run,pulse,
7.464722,18,command,0.100000000,irate 0.100000 nl/m,pulse,
7.470818,18,command,NaN,stop,pulse,
7.722468,19,command,72.306629834,irate 72.306630 nl/m,pulse,
7.728894,19,command,NaN,run,pulse,
7.894056,19,command,0.100000000,irate 0.100000 nl/m,pulse,
7.900796,19,command,NaN,stop,pulse,
8.150676,20,command,72.306629834,irate 72.306630 nl/m,pulse,
8.156909,20,command,NaN,run,pulse,
8.322473,20,command,0.100000000,irate 0.100000 nl/m,pulse,
8.328627,20,command,NaN,stop,pulse,
8.581924,21,command,72.306629834,irate 72.306630 nl/m,pulse,
8.590279,21,command,NaN,run,pulse,
8.750450,21,command,0.100000000,irate 0.100000 nl/m,pulse,
8.756606,21,command,NaN,stop,pulse,
9.010324,22,command,72.306629834,irate 72.306630 nl/m,pulse,
9.017310,22,command,NaN,run,pulse,
9.179907,22,command,0.100000000,irate 0.100000 nl/m,pulse,
9.185944,22,command,NaN,stop,pulse,
9.438450,23,command,72.306629834,irate 72.306630 nl/m,pulse,
9.445788,23,command,NaN,run,pulse,
9.608846,23,command,0.100000000,irate 0.100000 nl/m,pulse,
9.615155,23,command,NaN,stop,pulse,
9.869252,24,command,72.306629834,irate 72.306630 nl/m,pulse,
9.879383,24,command,NaN,run,pulse,
10.040078,24,command,0.100000000,irate 0.100000 nl/m,pulse,
10.047221,24,command,NaN,stop,pulse,
10.305794,25,command,72.306629834,irate 72.306630 nl/m,pulse,
10.312283,25,command,NaN,run,pulse,
10.466195,25,command,0.100000000,irate 0.100000 nl/m,pulse,
10.473633,25,command,NaN,stop,pulse,
10.727140,26,command,72.306629834,irate 72.306630 nl/m,pulse,
10.734047,26,command,NaN,run,pulse,
10.896238,26,command,0.100000000,irate 0.100000 nl/m,pulse,
10.902839,26,command,NaN,stop,pulse,
11.151994,27,command,72.306629834,irate 72.306630 nl/m,pulse,
11.159140,27,command,NaN,run,pulse,
11.322290,27,command,0.100000000,irate 0.100000 nl/m,pulse,
11.328523,27,command,NaN,stop,pulse,
11.579092,28,command,72.306629834,irate 72.306630 nl/m,pulse,
11.585495,28,command,NaN,run,pulse,
11.751776,28,command,0.100000000,irate 0.100000 nl/m,pulse,
11.758922,28,command,NaN,stop,pulse,
12.007784,29,command,72.306629834,irate 72.306630 nl/m,pulse,
12.014065,29,command,NaN,run,pulse,
12.179259,29,command,0.100000000,irate 0.100000 nl/m,pulse,
12.186165,29,command,NaN,stop,pulse,
12.438437,30,command,72.306629834,irate 72.306630 nl/m,pulse,
12.445723,30,command,NaN,run,pulse,
12.607296,30,command,0.100000000,irate 0.100000 nl/m,pulse,
12.613208,30,command,NaN,stop,pulse,
12.866347,31,command,72.306629834,irate 72.306630 nl/m,pulse,
12.873760,31,command,NaN,run,pulse,
13.036748,31,command,0.100000000,irate 0.100000 nl/m,pulse,
13.042734,31,command,NaN,stop,pulse,
13.295992,32,command,72.306629834,irate 72.306630 nl/m,pulse,
13.303537,32,command,NaN,run,pulse,
13.465480,32,command,0.100000000,irate 0.100000 nl/m,pulse,
13.471426,32,command,NaN,stop,pulse,
13.723921,33,command,72.306629834,irate 72.306630 nl/m,pulse,
13.734220,33,command,NaN,run,pulse,
13.895291,33,command,0.100000000,irate 0.100000 nl/m,pulse,
13.902892,33,command,NaN,stop,pulse,
14.153012,34,command,72.306629834,irate 72.306630 nl/m,pulse,
14.160105,34,command,NaN,run,pulse,
14.321984,34,command,0.100000000,irate 0.100000 nl/m,pulse,
14.328387,34,command,NaN,stop,pulse,
14.580122,35,command,72.306629834,irate 72.306630 nl/m,pulse,
14.586811,35,command,NaN,run,pulse,
14.755469,35,command,0.100000000,irate 0.100000 nl/m,pulse,
14.761698,35,command,NaN,stop,pulse,
15.009232,36,command,72.306629834,irate 72.306630 nl/m,pulse,
15.016514,36,command,NaN,run,pulse,
15.178666,36,command,0.100000000,irate 0.100000 nl/m,pulse,
15.184985,36,command,NaN,stop,pulse,
15.437647,37,command,72.306629834,irate 72.306630 nl/m,pulse,
15.445187,37,command,NaN,run,pulse,
15.608188,37,command,0.100000000,irate 0.100000 nl/m,pulse,
15.613971,37,command,NaN,stop,pulse,
15.865831,38,command,72.306629834,irate 72.306630 nl/m,pulse,
15.872944,38,command,NaN,run,pulse,
16.036364,38,command,0.100000000,irate 0.100000 nl/m,pulse,
